order_id,customer_id,segment,date,product,category,region,city,quantity,unit_price,discount,Revenue ,Profit
ORD-006135,CUST-2500,Corporate,2023-12-22,Keyboard,Technology,East,Atlanta,3,97.4,0.25,219.15,29.7
ORD-006136,CUST-2397,Consumer,2022-12-26,Sticky Notes,Office Supplies,South,Austin,6,5.19,0.1,28.03,10.77
ORD-006137,CUST-2144,Consumer,2024-06-22,Stapler,Office Supplies,West,Phoenix,3,20.98,0.15,53.5,18.67
ORD-006138,CUST-3494,Corporate,2024-11-09,Keyboard,Technology,East,New York,7,96.91,0.0,678.37,154.93
ORD-006139,CUST-3042,,2023-10-14,Webcam,Technology,Central,Dallas,6,105.44,0.0,632.64,95.99
ORD-006140,CUST-3913,Home Office,2023-05-18,Keyboard,Technology,West,Denver,4,93.44,0.1,336.38,76.12
ORD-006141,CUST-3995,Consumer,2023-12-21,Filing Cabinet,Furniture,South,Charlotte,1,183.85,0.0,183.85,42.24
ORD-006142,CUST-3937,Home Office,2022-05-08,Calendar,Office Supplies,Central,Dallas,1,16.9,0.25,12.67,4.3
ORD-006143,CUST-2228,Home Office,2024-06-01,Tablet,Technology,East,Miami,2,514.78,0.15,875.13,146.58
ORD-006144,CUST-1116,Corporate,2024-09-29,Highlighters,Office Supplies,East,Atlanta,7,12.46,0.0,87.22,32.71
ORD-006145,CUST-3770,Corporate,2023-07-04,Tape Dispenser,Office Supplies,South,New Orleans,4,9.35,0.15,31.79,11.89
ORD-006146,CUST-1096,Consumer,2022-12-11,Stapler,Office Supplies,East,Miami,2,18.76,0.05,35.64,12.85
ORD-006147,CUST-2224,Corporate,2022-03-30,Headphones,Technology,East,New York,4,177.45,0.15,603.33,104.1
ORD-006148,CUST-1353,Consumer,2024-02-20,Pen Set,Office Supplies,Central,Kansas City,9,16.13,0.2,116.14,37.65
ORD-006149,CUST-3427,Consumer,2024-06-16,Office Chair,Furniture,East,Atlanta,1,340.9,0.0,340.9,69.17
ORD-006150,CUST-2458,Corporate,2023-03-14,Monitor,Technology,South,Austin,1,343.91,0.0,343.91,60.18
ORD-006151,CUST-1283,,2024-02-06,Webcam,Technology,West,Los Angeles,3,85.23,0.0,255.69,50.21
ORD-006152,CUST-1623,Home Office,2023-06-29,Storage Ottoman,Furniture,East,Philadelphia,6,95.56,0.2,458.69,86.47
ORD-006153,CUST-1536,Corporate,2024-11-23,Stapler,Office Supplies,East,Philadelphia,3,20.19,0.0,60.57,21.01
ORD-006154,CUST-1573,Consumer,2023-12-20,Monitor,Technology,South,Tampa,1,349.94,0.0,349.94,73.69
ORD-006155,CUST-3919,Consumer,2022-05-06,Laptop,Technology,South,Austin,1,1242.14,0.05,1180.03,197.54
ORD-006156,CUST-2146,,2022-04-28,Pen Set,Office Supplies,West,Los Angeles,3,19.68,0.25,44.28,13.77
ORD-006157,CUST-3670,Consumer,2024-07-20,Standing Desk,Furniture,East,Miami,1,654.05,0.0,654.05,145.03
ORD-006158,CUST-2481,Corporate,2023-09-09,Filing Cabinet,Furniture,West,Seattle,2,198.54,0.15,337.52,72.0
ORD-006159,CUST-2815,Consumer,2024-01-06,Monitor,Technology,South,Nashville,3,392.56,0.05,1118.8,208.79
ORD-006160,CUST-1087,Home Office,2023-04-29,Scissors,Office Supplies,West,Los Angeles,3,9.29,,20.9,7.47
ORD-006161,CUST-2977,Consumer,2023-06-05,Laptop,Technology,South,Tampa,10,1162.87,0.25,8721.52,1902.94
ORD-006162,CUST-3826,Consumer,2023-01-28,Monitor Stand,Furniture,East,Philadelphia,2,59.12,0.0,118.24,25.56
ORD-006163,CUST-1547,Corporate,2022-01-18,Headphones,Technology,Central,Houston,2,162.98,0.05,309.66,64.22
ORD-006164,CUST-3194,Consumer,2024-11-26,Calendar,Office Supplies,Central,Houston,6,15.78,0.1,85.21,26.82
ORD-006165,CUST-2776,Home Office,2024-11-14,Keyboard,Technology,Central,Minneapolis,3,85.21,0.25,191.72,34.83
ORD-006166,CUST-2437,,2023-06-06,Keyboard,Technology,East,Philadelphia,9,94.93,0.25,640.78,90.72
ORD-006167,CUST-1267,Corporate,2023-09-01,Printer,Technology,East,Miami,1,248.92,0.0,248.92,49.32
ORD-006168,CUST-3974,Consumer,2023-07-21,Tablet,Technology,West,San Francisco,4,480.9,0.05,1827.42,311.66
ORD-006169,CUST-1758,Corporate,2023-12-10,Tablet,Technology,West,Phoenix,4,519.14,0.1,1868.9,345.41
ORD-006170,CUST-3534,Home Office,2023-12-17,Filing Cabinet,Furniture,West,Seattle,1,182.13,0.15,154.81,32.68
ORD-006171,CUST-1754,Home Office,2023-03-29,Paper Ream,Office Supplies,West,Seattle,2,8.11,0.0,16.22,6.33
ORD-006172,CUST-1453,Consumer,2024-12-16,SSD Drive,Technology,Central,Kansas City,5,145.85,0.1,656.33,109.95
ORD-006173,CUST-1575,Consumer,2024-10-02,Office Chair,Furniture,East,Miami,2,340.86,0.15,579.46,111.99
ORD-006174,CUST-1879,Corporate,2022-01-26,Stapler,Office Supplies,West,Seattle,1,20.96,0.0,20.96,6.98
ORD-006175,CUST-3265,Consumer,2024-09-07,Laptop,Technology,West,Denver,8,1185.87,0.05,9012.61,1454.1
ORD-006176,CUST-3224,Consumer,2024-12-08,Paper Ream,Office Supplies,Central,Chicago,1,8.97,0.15,7.62,2.43
ORD-006177,CUST-3551,Home Office,2024-11-05,Whiteboard,Furniture,East,,3,150.85,0.05,429.92,74.99
ORD-006178,CUST-3907,Corporate,2022-08-22,Scissors,Office Supplies,East,Philadelphia,2,9.16,0.25,13.74,4.58
ORD-006179,CUST-1777,Consumer,2024-03-09,Headphones,Technology,West,San Francisco,2,191.48,0.15,325.52,47.54
ORD-006180,CUST-3151,Corporate,2024-10-28,Webcam,Technology,East,New York,1,106.24,0.0,106.24,21.58
ORD-006181,CUST-1142,Corporate,2023-01-14,USB Hub,Technology,West,Seattle,8,43.36,0.2,277.5,49.91
ORD-006182,CUST-2902,Consumer,2023-08-28,Webcam,Technology,East,Boston,2,98.3,0.0,196.6,38.89
ORD-006183,CUST-2755,Consumer,2022-03-06,Sticky Notes,Office Supplies,West,Seattle,2,5.93,0.0,11.86,4.57
ORD-006184,CUST-3623,Corporate,2024-05-18,SSD Drive,Technology,East,Boston,6,112.46,0.2,539.81,116.17
ORD-006185,CUST-2497,Consumer,2024-11-09,Scissors,Office Supplies,East,Boston,2,10.02,0.0,20.04,6.74
ORD-006186,CUST-2354,Consumer,2023-10-29,Paper Ream,Office Supplies,East,Atlanta,1,9.19,0.05,8.73,3.13
ORD-006187,CUST-2226,Consumer,2022-04-18,Stapler,Office Supplies,Central,Dallas,7,23.2,0.0,162.4,61.39
ORD-006188,CUST-2222,Consumer,2023-11-08,Printer,Technology,East,,1,292.08,0.2,233.66,39.11
ORD-006189,CUST-2522,Corporate,2024-11-08,SSD Drive,Technology,East,Boston,6,115.91,0.2,556.37,114.03
ORD-006190,CUST-2387,Corporate,2024-08-27,Pen Set,Office Supplies,East,Boston,3,19.39,0.1,52.35,18.36
ORD-006191,CUST-1328,Corporate,2022-06-22,Scissors,Office Supplies,East,Boston,2,8.95,0.0,17.9,5.62
ORD-006192,CUST-2835,,2023-06-24,Tape Dispenser,Office Supplies,East,Philadelphia,1,11.74,0.2,9.39,3.48
ORD-006193,CUST-1397,Consumer,2022-05-10,Storage Ottoman,Furniture,West,Phoenix,2,116.34,0.05,221.05,40.57
ORD-006194,CUST-3741,Consumer,2024-10-17,Monitor,Technology,East,Atlanta,2,330.55,0.0,661.1,132.25
ORD-006195,CUST-3277,Corporate,2023-04-13,Calendar,Office Supplies,Central,Houston,5,14.15,0.0,70.75,26.61
ORD-006196,CUST-3399,Corporate,2022-05-13,Laptop,Technology,Central,Chicago,4,1087.07,0.15,3696.04,727.57
ORD-006197,CUST-2182,Consumer,2022-09-08,Scissors,Office Supplies,Central,Chicago,1,10.74,0.15,9.13,2.88
ORD-006198,CUST-1335,Home Office,2022-02-28,Keyboard,Technology,South,Charlotte,2,78.28,0.0,156.56,32.78
ORD-006199,CUST-1122,Corporate,2023-03-24,Tape Dispenser,Office Supplies,South,Austin,7,11.79,0.15,70.15,21.46
ORD-006200,CUST-3279,Corporate,2023-04-04,Mouse,Technology,East,Philadelphia,3,38.41,0.15,97.95,15.47
ORD-006201,CUST-1149,Corporate,2023-01-03,Laptop,Technology,East,Atlanta,2,1140.27,0.1,2052.49,287.84
ORD-006202,CUST-2639,Corporate,2024-07-26,Keyboard,Technology,West,Denver,2,88.64,0.15,150.69,29.12
ORD-006203,CUST-1216,Consumer,2024-06-09,Headphones,Technology,East,New York,1,198.04,0.0,198.04,44.18
ORD-006204,CUST-2319,Consumer,2022-02-07,Stapler,Office Supplies,Central,Minneapolis,7,22.2,0.15,132.09,42.37
ORD-006205,CUST-2474,Corporate,2022-11-22,USB Hub,Technology,West,Denver,2,41.25,0.1,74.25,15.4
ORD-006206,CUST-3123,Corporate,2024-05-07,Storage Ottoman,Furniture,South,New Orleans,2,113.49,0.2,181.58,47.45
ORD-006207,CUST-3046,Consumer,2024-11-25,Keyboard,Technology,West,Seattle,1,81.87,0.0,81.87,15.62
ORD-006208,CUST-1859,Consumer,2024-03-12,Storage Ottoman,Furniture,West,San Francisco,2,114.09,0.0,228.18,49.89
ORD-006209,CUST-3541,Corporate,2023-11-27,Tablet,Technology,West,Seattle,4,568.93,0.25,1706.79,240.76
ORD-006210,CUST-2044,Consumer,2022-04-18,Desk Lamp,Furniture,East,New York,9,59.39,0.1,481.06,116.73
ORD-006211,CUST-1180,Consumer,2023-12-23,Printer,Technology,East,Atlanta,2,314.86,0.1,566.75,115.72
ORD-006212,CUST-2800,Corporate,2024-07-19,Tape Dispenser,Office Supplies,East,Miami,1,11.71,0.15,9.95,3.53
ORD-006213,CUST-1168,Consumer,2023-03-18,Keyboard,Technology,East,Philadelphia,2,88.25,0.1,158.85,33.79
ORD-006214,CUST-3817,Corporate,2023-05-23,Standing Desk,Furniture,West,Los Angeles,5,747.91,0.05,3552.57,889.36
ORD-006215,CUST-1775,Home Office,2022-09-29,Binder,Office Supplies,South,Charlotte,2,8.97,0.25,13.46,5.16
ORD-006216,CUST-3252,Consumer,2022-06-12,Storage Ottoman,Furniture,Central,Minneapolis,1,109.68,0.0,109.68,24.21
ORD-006217,CUST-1161,Consumer,2022-08-27,Office Chair,Furniture,West,Phoenix,3,285.62,0.25,642.64,130.84
ORD-006218,CUST-2578,Corporate,2024-03-09,Whiteboard,Furniture,East,Miami,8,139.23,0.15,946.76,234.5
ORD-006219,CUST-1575,Home Office,2022-10-20,Mouse,Technology,West,Denver,3,48.88,0.0,146.64,31.37
ORD-006220,CUST-2237,Corporate,2023-11-01,Laptop,Technology,South,Nashville,3,1293.3,0.1,3491.91,789.56
ORD-006221,CUST-2372,Corporate,2022-12-24,Filing Cabinet,Furniture,Central,Chicago,7,163.35,0.25,857.59,180.22
ORD-006222,CUST-1330,Consumer,2023-12-12,Scissors,Office Supplies,Central,Minneapolis,1,10.09,0.05,9.59,3.39
ORD-006223,CUST-2818,Consumer,2022-05-20,Printer,Technology,East,New York,10,289.34,0.0,2893.4,658.3
ORD-006224,CUST-2215,Corporate,2024-12-23,SSD Drive,Technology,Central,Kansas City,2,148.19,0.1,266.74,61.12
ORD-006225,CUST-2278,Corporate,2023-12-24,Monitor,Technology,East,Atlanta,5,345.33,0.05,1640.32,248.72
ORD-006226,CUST-3816,Consumer,2023-05-04,Bookshelf,Furniture,East,New York,8,220.38,0.2,1410.43,373.35
ORD-006227,CUST-1813,Home Office,2024-07-22,Paper Ream,Office Supplies,Central,Minneapolis,4,8.44,0.05,32.07,10.19
ORD-006228,CUST-2494,Home Office,2022-06-06,Whiteboard,Furniture,West,Phoenix,3,159.97,0.0,479.91,85.98
ORD-006229,CUST-3496,Corporate,2022-01-24,Desk Lamp,furniture,East,New York,1,57.46,0.0,57.46,13.93
ORD-006230,CUST-3008,Corporate,2022-05-11,Stapler,Office Supplies,West,San Francisco,2,19.64,0.0,39.28,13.19
ORD-006231,CUST-2969,Consumer,2022-11-01,Desk Lamp,Furniture,East,Boston,4,65.98,0.05,250.72,59.79
ORD-006232,CUST-1141,Consumer,2024-11-28,Keyboard,Technology,West,Phoenix,2,85.4,0.25,128.1,21.75
ORD-006233,CUST-2103,Consumer,2023-02-21,Sticky Notes,Office Supplies,West,Denver,2,6.65,0.1,11.97,3.9
ORD-006234,CUST-2076,Consumer,2023-12-18,SSD Drive,Technology,West,Denver,2,139.49,,251.08,53.91
ORD-006235,CUST-2798,Home Office,2024-11-12,Bookshelf,Furniture,East,Atlanta,4,208.64,0.05,792.83,138.36
ORD-006236,CUST-3883,Corporate,2024-06-29,Standing Desk,Furniture,West,San Francisco,2,656.65,0.0,1313.3,330.52
ORD-006237,CUST-2232,Consumer,2022-11-09,Paper Ream,Office Supplies,South,New Orleans,2,9.12,0.1,16.42,6.28
ORD-006238,CUST-2735,Corporate,2024-02-11,Printer,Technology,West,Los Angeles,8,296.77,0.2,1899.33,400.97
ORD-006239,CUST-3211,Corporate,2024-06-03,Monitor,Technology,Central,Minneapolis,4,305.64,0.25,916.92,168.3
ORD-006240,CUST-2708,Consumer,2023-01-18,SSD Drive,Technology,East,Miami,1,111.14,0.2,88.91,19.75
ORD-006241,CUST-3236,Corporate,2024-01-22,Sticky Notes,Office Supplies,Central,Minneapolis,4,6.77,0.0,27.08,10.78
ORD-006242,CUST-1614,Consumer,2024-12-15,Monitor,Technology,West,Los Angeles,1,382.19,0.1,343.97,54.62
ORD-006243,CUST-2331,Home Office,2023-11-28,Bookshelf,Furniture,West,Seattle,1,189.02,0.05,179.57,34.46
ORD-006244,CUST-2493,Consumer,2024-05-03,Keyboard,Technology,South,Charlotte,5,85.09,0.0,425.45,91.98
ORD-006245,CUST-1356,Consumer,2023-11-16,Desk Lamp,Furniture,East,Atlanta,7,67.27,0.0,470.89,103.6
ORD-006246,CUST-1089,Home Office,2024-09-08,Sticky Notes,Office Supplies,Central,Houston,2,6.7,0.0,13.4,4.39
ORD-006247,CUST-1677,Home Office,2024-03-02,Tape Dispenser,Office Supplies,East,Boston,2,12.37,0.25,18.55,6.5
ORD-006248,CUST-3671,Consumer,2023-01-29,Whiteboard,Furniture,West,San Francisco,3,142.3,0.1,384.21,103.55
ORD-006249,CUST-3222,Consumer,2022-11-11,Monitor,Technology,West,Phoenix,6,300.18,0.0,1801.08,234.85
ORD-006250,CUST-2515,Consumer,2022-06-19,Laptop,Technology,West,Seattle,1,1151.12,0.2,920.9,189.46
ORD-006251,CUST-2558,Consumer,2022-03-15,Tablet,Technology,West,Phoenix,3,432.59,0.05,1232.88,196.64
ORD-006252,CUST-3653,Corporate,2022-08-18,Webcam,Technology,Central,Houston,4,84.56,0.05,321.33,48.76
ORD-006253,CUST-3564,Consumer,2023-08-10,Whiteboard,Furniture,Central,Minneapolis,1,137.57,0.15,116.93,26.74
ORD-006254,CUST-1180,Corporate,2023-03-21,Mouse,Technology,West,Los Angeles,1,47.16,0.0,47.16,7.27
ORD-006255,CUST-1967,Consumer,2024-11-17,Binder,Office Supplies,East,Philadelphia,2,8.81,0.0,17.62,6.84
ORD-006256,CUST-3443,Corporate,2022-03-10,Highlighters,Office Supplies,East,Philadelphia,3,15.21,0.0,45.63,15.23
ORD-006257,CUST-1275,Consumer,2023-02-06,Monitor,Technology,Central,Minneapolis,5,371.07,0.1,1669.82,316.4
ORD-006258,CUST-3258,Consumer,2023-12-24,Scissors,office supplies,Central,Minneapolis,4,10.85,0.05,41.23,14.73
ORD-006259,CUST-3228,Corporate,2022-02-06,Stapler,Office Supplies,West,Denver,4,20.76,0.0,83.04,26.63
ORD-006260,CUST-1754,Home Office,2022-05-14,Scissors,Office Supplies,East,Philadelphia,5,10.84,0.0,54.2,20.72
ORD-006261,CUST-3433,Consumer,2024-01-28,Highlighters,Office Supplies,West,San Francisco,1,13.89,0.15,11.81,3.66
ORD-006262,CUST-3415,Home Office,2022-03-25,Bookshelf,Furniture,West,Seattle,6,236.06,0.0,1416.36,332.96
ORD-006263,CUST-3670,Consumer,2022-06-04,Sticky Notes,Office Supplies,West,Phoenix,7,5.36,0.0,37.52,14.97
ORD-006264,CUST-3485,Corporate,2023-05-10,Laptop,Technology,Central,Minneapolis,3,1176.02,0.05,3351.66,696.22
ORD-006265,CUST-2901,Home Office,2023-05-09,Bookshelf,Furniture,East,Boston,8,235.6,0.0,1884.8,342.07
ORD-006266,CUST-1094,Home Office,2022-11-09,Monitor,Technology,South,Nashville,3,358.48,0.25,806.58,176.65
ORD-006267,CUST-3903,,2023-02-09,Notebook,Office Supplies,West,Denver,9,13.35,0.0,120.15,42.2
ORD-006268,CUST-3748,Corporate,2023-12-01,Filing Cabinet,Furniture,West,Los Angeles,2,197.86,0.15,336.36,71.39
ORD-006269,CUST-1655,Corporate,2024-11-23,Storage Ottoman,Furniture,South,Nashville,5,101.86,0.1,458.37,123.11
ORD-006270,CUST-2587,Corporate,2024-11-11,Monitor,Technology,East,Atlanta,1,324.42,0.1,291.98,61.77
ORD-006271,CUST-3545,Consumer,2023-01-18,Sticky Notes,Office Supplies,East,Atlanta,8,6.22,0.1,44.78,14.56
ORD-006272,CUST-2502,Corporate,2022-06-14,Paper Ream,Office Supplies,West,Seattle,2,6.97,0.0,13.94,4.3
ORD-006273,CUST-2115,Corporate,2022-12-20,Whiteboard,Furniture,South,Nashville,1,139.28,0.15,118.39,22.78
ORD-006274,CUST-3756,Consumer,2023-08-20,Bookshelf,Furniture,East,Philadelphia,8,194.01,0.2,1241.66,245.67
ORD-006275,CUST-1931,Home Office,2022-10-20,Pen Set,Office Supplies,East,New York,6,17.7,0.1,95.58,35.15
ORD-006276,CUST-2410,Consumer,2023-11-16,Monitor,Technology,West,Los Angeles,4,362.39,0.0,1449.56,308.59
ORD-006277,CUST-2251,Corporate,2023-03-17,Monitor Stand,Furniture,West,Phoenix,3,61.23,0.0,183.69,47.58
ORD-006278,CUST-3597,Home Office,2023-06-19,Paper Ream,Office Supplies,East,Philadelphia,1,8.08,0.0,8.08,3.14
ORD-006279,CUST-3163,Corporate,2023-04-15,Binder,Office Supplies,Central,Dallas,6,9.11,0.0,54.66,16.62
ORD-006280,CUST-2339,Corporate,2022-06-24,Monitor Stand,Furniture,West,Phoenix,7,53.31,0.0,373.17,72.76
ORD-006281,CUST-2405,Consumer,2023-11-12,Office Chair,Furniture,West,San Francisco,8,362.39,0.25,2174.34,561.45
ORD-006282,CUST-3151,Consumer,2022-11-07,Monitor Stand,Furniture,West,Denver,3,56.05,0.2,134.52,34.57
ORD-006283,CUST-1575,Consumer,2023-06-20,Keyboard,Technology,West,Denver,3,92.04,0.25,207.09,47.26
ORD-006284,CUST-2074,Consumer,2023-10-25,Notebook,Office Supplies,East,Philadelphia,9,12.67,0.0,114.03,34.86
ORD-006285,CUST-2144,Corporate,2022-12-21,Stapler,Office Supplies,Central,Dallas,2,19.62,0.05,37.28,12.62
ORD-006286,CUST-2940,Consumer,2024-12-04,Binder,Office Supplies,West,Denver,1,9.76,0.0,9.76,3.88
ORD-006287,CUST-1373,Corporate,2023-07-28,Sticky Notes,Office Supplies,East,Philadelphia,2,5.67,0.0,11.34,3.71
ORD-006288,CUST-2664,Consumer,2023-08-30,Pen Set,Office Supplies,Central,Dallas,1,18.43,0.05,17.51,5.52
ORD-006289,CUST-1774,Corporate,2023-12-21,Webcam,Technology,West,San Francisco,1,102.01,0.2,81.61,12.53
ORD-006290,CUST-3824,Consumer,2023-10-22,Laptop,Technology,South,Charlotte,1,1305.47,0.0,1305.47,226.82
ORD-006291,CUST-2861,Corporate,2023-12-25,Tablet,Technology,South,New Orleans,2,428.46,0.0,856.92,171.3
ORD-006292,CUST-2756,Consumer,2024-11-20,Notebook,Office Supplies,South,Austin,6,10.52,0.25,47.34,18.51
ORD-006293,CUST-1739,Corporate,2022-01-01,Headphones,Technology,East,New York,10,158.67,0.0,1586.7,253.48
ORD-006294,CUST-3381,Corporate,2023-12-16,Desk Lamp,Furniture,West,Phoenix,1,56.89,0.25,42.67,9.0
ORD-006295,CUST-3824,Corporate,2023-04-10,Binder,Office Supplies,East,Boston,2,9.35,0.0,18.7,7.17
ORD-006296,CUST-1999,Consumer,2022-12-13,Filing Cabinet,Furniture,Central,Dallas,2,191.7,,325.89,79.33
ORD-006297,CUST-1611,Consumer,2024-12-07,Laptop,Technology,East,New York,1,1358.58,0.15,1154.79,185.47
ORD-006298,CUST-3797,Consumer,2023-07-31,USB Hub,Technology,Central,Minneapolis,2,39.56,0.15,67.25,12.39
ORD-006299,CUST-3131,Consumer,2022-07-23,USB Hub,Technology,West,San Francisco,3,37.61,0.25,84.62,16.46
ORD-006300,CUST-3810,Corporate,2023-03-10,Tablet,Technology,Central,Chicago,1,511.67,0.25,383.75,68.19
ORD-006301,CUST-3543,Corporate,2023-02-07,Printer,Technology,West,Denver,2,267.92,0.2,428.67,95.24
ORD-006302,CUST-2694,Consumer,2023-11-27,Highlighters,Office Supplies,Central,Houston,1,13.92,0.0,13.92,4.79
ORD-006303,CUST-1377,Consumer,2023-11-19,Tablet,Technology,South,Tampa,4,548.1,0.0,2192.4,397.57
ORD-006304,CUST-3415,Consumer,2024-07-06,Bookshelf,Furniture,West,Phoenix,2,203.48,0.0,406.96,92.12
ORD-006305,CUST-2399,Consumer,2022-02-19,Webcam,Technology,East,Boston,3,109.25,0.25,245.81,49.02
ORD-006306,CUST-1563,Consumer,2022-07-27,SSD Drive,Technology,East,Miami,2,129.67,0.2,207.47,43.84
ORD-006307,CUST-1158,Home Office,2024-04-01,Webcam,Technology,East,New York,10,94.86,0.05,901.17,158.35
ORD-006308,CUST-3009,Corporate,2022-06-06,Bookshelf,Furniture,Central,Kansas City,3,191.49,0.05,545.75,95.32
ORD-006309,CUST-2573,Consumer,2023-11-24,Binder,Office Supplies,West,San Francisco,2,8.33,0.2,13.33,4.98
ORD-006310,CUST-2446,Corporate,2022-08-28,Scissors,Office Supplies,East,Philadelphia,1,9.98,0.25,7.49,2.71
ORD-006311,CUST-1008,Consumer,2024-04-23,Scissors,Office Supplies,West,Seattle,7,9.73,0.25,51.08,17.88
ORD-006312,CUST-3651,Consumer,2022-12-02,Printer,Technology,East,Atlanta,1,297.55,0.1,267.8,55.19
ORD-006313,CUST-3348,Home Office,2022-03-25,Pen Set,Office Supplies,South,Nashville,6,19.19,0.2,92.11,27.94
ORD-006314,CUST-2751,Consumer,2024-09-30,USB Hub,Technology,West,Phoenix,3,39.37,0.2,94.49,13.18
ORD-006315,CUST-1045,Consumer,2023-12-12,Filing Cabinet,Furniture,West,San Francisco,7,175.17,0.15,1042.26,222.62
ORD-006316,CUST-3349,Consumer,2023-04-19,Sticky Notes,Office Supplies,Central,Kansas City,1,6.87,0.0,6.87,2.55
ORD-006317,CUST-3630,Consumer,2022-01-10,Headphones,Technology,Central,Dallas,2,184.37,0.0,368.74,83.74
ORD-006318,CUST-3199,Corporate,2024-10-26,SSD Drive,Technology,South,Austin,6,115.56,0.25,520.02,103.55
ORD-006319,CUST-1164,Home Office,2024-04-28,Tablet,Technology,East,New York,6,463.85,0.0,2783.1,481.28
ORD-006320,CUST-2588,Consumer,2022-12-10,Office Chair,Furniture,South,Austin,2,350.17,0.0,700.34,178.65
ORD-006321,CUST-1750,Corporate,2024-06-05,Highlighters,Office Supplies,West,Seattle,1,14.57,0.15,12.38,4.52
ORD-006322,CUST-3338,Consumer,2024-12-21,Storage Ottoman,Furniture,West,San Francisco,2,99.81,0.0,199.62,37.33
ORD-006323,CUST-2659,Corporate,2023-11-15,Tape Dispenser,Office Supplies,West,Denver,1,9.42,0.1,8.48,3.0
ORD-006324,CUST-2290,Corporate,2022-12-10,Desk Lamp,Furniture,East,Philadelphia,2,64.64,0.25,96.96,18.88
ORD-006325,CUST-1196,Corporate,2023-09-07,Notebook,Office Supplies,West,,4,12.67,0.25,38.01,12.76
ORD-006326,CUST-3433,Corporate,2024-04-25,Webcam,Technology,Central,Dallas,3,105.86,0.2,254.06,51.14
ORD-006327,CUST-3927,Consumer,2022-03-31,Pen Set,Office Supplies,Central,Minneapolis,1,16.8,0.0,16.8,6.49
ORD-006328,CUST-2569,Home Office,2024-08-22,Notebook,Office Supplies,South,Austin,1,13.16,0.0,13.16,4.44
ORD-006329,CUST-1535,Consumer,2024-05-30,Keyboard,Technology,West,San Francisco,3,89.11,0.0,267.33,57.75
ORD-006330,CUST-1415,Consumer,2022-03-02,Mouse,Technology,East,Boston,2,40.14,0.15,68.24,9.53
ORD-006331,CUST-1094,Consumer,2022-10-30,Headphones,Technology,West,Los Angeles,1,174.04,0.2,139.23,30.61
ORD-006332,CUST-2425,Consumer,2024-04-04,Laptop,Technology,West,San Francisco,5,1209.74,0.1,5443.83,740.31
ORD-006333,CUST-3295,Consumer,2024-05-01,Pen Set,Office Supplies,Central,Houston,1,16.53,0.25,12.4,4.2
ORD-006334,CUST-3094,Home Office,2022-12-28,Printer,Technology,West,Denver,2,305.44,0.15,519.25,78.13
ORD-006335,CUST-1804,Home Office,2022-07-23,Binder,Office Supplies,West,San Francisco,1,7.83,0.25,5.87,2.21
ORD-006336,CUST-3164,Corporate,2024-10-21,Whiteboard,Furniture,Central,Kansas City,4,147.52,0.05,560.58,133.55
ORD-006337,CUST-1526,Consumer,2022-08-21,Laptop,Technology,East,Atlanta,1,1068.73,0.0,1068.73,219.66
ORD-006338,CUST-3690,Consumer,2022-05-01,Pen Set,Office Supplies,West,Denver,2,19.19,0.0,38.38,11.81
ORD-006339,CUST-2576,Corporate,2022-04-21,Sticky Notes,Office Supplies,East,Atlanta,1,5.12,0.2,4.1,1.23
ORD-006340,CUST-1582,Corporate,2023-01-23,Calendar,Office Supplies,East,New York,2,14.7,0.15,24.99,7.8
ORD-006341,CUST-3944,Corporate,2024-10-20,Storage Ottoman,Furniture,East,Atlanta,6,96.94,0.0,581.64,132.93
ORD-006342,CUST-3365,Consumer,2023-01-05,Scissors,Office Supplies,West,Seattle,2,11.3,0.15,19.21,7.06
ORD-006343,CUST-3104,Consumer,2023-02-20,Paper Ream,Office Supplies,Central,Minneapolis,3,7.29,,16.4,5.13
ORD-006344,CUST-3840,Consumer,2022-12-04,Monitor,Technology,Central,Dallas,7,297.72,0.1,1875.64,347.91
ORD-006345,CUST-1546,Home Office,2022-01-17,Scissors,Office Supplies,East,New York,2,11.28,0.1,20.3,6.76
ORD-006346,CUST-2536,Consumer,2024-03-03,Notebook,Office Supplies,South,Austin,4,11.64,0.0,46.56,16.6
ORD-006347,CUST-1684,Home Office,2022-12-28,Paper Ream,Office Supplies,West,Phoenix,1,9.02,0.05,8.57,3.18
ORD-006348,CUST-2992,Consumer,2024-08-17,Webcam,Technology,East,Miami,1,90.16,0.25,67.62,12.24
ORD-006349,CUST-1777,Home Office,2022-05-24,Pen Set,Office Supplies,West,Phoenix,1,18.03,0.1,16.23,5.2
ORD-006350,CUST-1630,Consumer,2024-07-27,Mouse,Technology,West,Denver,2,43.76,0.0,87.52,14.16
ORD-006351,CUST-3916,Consumer,2023-04-13,Monitor Stand,Furniture,East,New York,1,49.2,0.0,49.2,13.14
ORD-006352,CUST-1639,Consumer,2022-09-11,Headphones,Technology,East,,2,203.95,0.2,326.32,74.89
ORD-006353,CUST-1745,Consumer,2022-08-28,USB Hub,Technology,Central,Houston,1,42.08,0.25,31.56,4.47
ORD-006354,CUST-3258,Home Office,2022-04-23,Notebook,Office Supplies,Central,Houston,3,13.5,0.0,40.5,15.56
ORD-006355,CUST-1592,Consumer,2022-04-02,Stapler,Office Supplies,East,Boston,2,24.63,0.0,49.26,15.02
ORD-006356,CUST-3106,Consumer,2022-03-27,SSD Drive,Technology,West,Seattle,1,117.84,0.0,117.84,17.54
